time_step,datetime,soc
613,2024-01-26 12:00:00,1.05572809000084
614,2024-01-26 13:00:00,1.05572809000084
615,2024-01-26 14:00:00,3.72677996249965
616,2024-01-26 15:00:00,3.72677996249965
617,2024-01-26 16:00:00,1.05572809000084
618,2024-01-26 17:00:00,1.05572809000084
619,2024-01-26 18:00:00,1.05572809000084
620,2024-01-26 19:00:00,1.05572809000084
621,2024-01-26 20:00:00,1.05572809000084
622,2024-01-26 21:00:00,1.05572809000084
623,2024-01-26 22:00:00,1.05572809000084
624,2024-01-26 23:00:00,1.05572809000084
625,2024-01-27 00:00:00,1.05572809000084
